userName,content,score,at
Yuliadi Yuliadi,"Sy sdh download wondr, jd nasabah BNI sdh lebih 10 thn. Tapi hari ini saya STOP. Mau ganti kartu atm saja mesti bawa buku tabungan, udh dijelasin kl bukunya hilang, malah diminta buka rekening baru. Lagian, buat apa sih buku tabungan era paperless sekarang? Kartu pengenal lengkap, mobile banking ada, malah WAJIB BAWA buku tabungan. Pelayanan terburuk bank yang pernah saya dapat. Mksh BNI utk 10 tahunnya. BYE.",1,2024-09-26 03:57:06
gilbert ibet,Haru pindah kapok BNI stiap mau login susah bener,1,2024-09-26 03:35:13
Rangga Purnama,Sangat kecewa sama apk nya disaat darurat dibutuhkan nggak bisa digunakan.,1,2024-09-26 03:34:58
Anggi Derosary,"Mohon bantuan ini kenapa setelah masuk muncul lihat riwayat & bagikan bukti transaksi tdk bisa kita klik di opsi lain muncul ini terus kita mau transaksi tapi tdk bisa jadi terhambat semuanya aplikasi apa ini tolong di bantu, bikin emosi saja aplikasi",1,2024-09-26 03:06:46
Yohanis Bomil,Kualitas pelayanan publik pada media terpopuler sangat diperlukan,5,2024-09-26 02:48:13
abdul rahman,Mau logim hp baru susah amat. Otp selalu tidak bisa padahal baru ada notif. Dikirim kode ulang malah tidak ada kode otp. Parah sih,1,2024-09-26 02:41:13
Valdo Haba,Masa saldo masih banyak nggak bisa top up. Di bilang saldo setelah top up tidak boleh di bawah saldo minimum,1,2024-09-26 02:21:15
aya capa,Tolong dong kalo mai mendatangkan aplikasi baru jangan nyusahin kita mau transaksi gangguan terus keterangannya,5,2024-09-26 01:50:51
Nuryadi Timin,"Maintenance setiap hari, kebayang mau transaksi urgent trus pas maintenance, ga kaya sebelah maintenance 1 minggu 1x, ini setiap hari, login aja susah.. mau gunain uang sendiri aja dipersulit, aplikasi ga jelas, kalau bukan diwajibkan dari kantor, ga mau banget dibni asli dah..",1,2024-09-25 19:08:16
Muhammad Ichsan,Bank dengan layanan terburuk...,1,2024-09-25 18:45:56
Ap Agus,Sangat tidak profesional Sy dah hampir 3harian LOG IN aja ga bisa Terimakasih,1,2024-09-25 17:58:00
Yusuf Abdullah,"Ini aplikasi kok jd eror mulu sekarang, sekelas BUMN gak becus ngelola",1,2024-09-25 17:44:27
Andra Dekaprio,Suka gangguan,1,2024-09-25 16:33:01
erwin sutopo putro,"Kenapa sekarang sangat sangat susah sekali log in, selalu ada notif sedang perbaikan untuk peningkatan pelayanan, kalaupun bisa log in saat mau masuk ke menu yg lain terkendala hal yg sama. Saat sedang perlu transaksi yg sifatnya urgent, hal ini sangat mengganggu kami sebagai pengguna. Sudah berbagai cara di coba ( air plane mode, clear cache, restart, dll ). Mohon di respon keluhan kami sebagai nasabah BNI, perbaiki sistem aplikasi spy lebih baik lagi & memudahkan nasabah pengguna aplikasi ini",1,2024-09-25 16:11:50
Alex Milan,"Kenapa aplikasi mobile kok gangguan terus,di saat mau masuk ke aplikasi ngga bisa. Di saat lagi penting2 nya mau transfer ngga bisa masuk ke dalam aplikasi.Mohon lebih di perhatikan lagi",2,2024-09-25 15:33:06
Lintang Ferdian Putra,Saya pengguna lama BNI mobile bangking tapi untuk beberapa bulan terakhir aplikasi cacat parah mau login aja sudah apalagi mau transaksi,1,2024-09-25 14:22:29
Asni Silaban,Bukti transaksi semua priode tidak ada lagi. Knp pembaruanya makin buruk?,3,2024-09-25 14:15:24
Dian Safitri,Aplikasi ribet,1,2024-09-25 13:37:53
Andi Maryama,Ok,5,2024-09-25 12:58:38
Fauzra Daffa Putra Ahimsya,WOI BNI KOK GA BISA DI BUKAK? UDAH BER BULAN BULAN 😭,5,2024-09-25 12:29:33
Alfian Prajaya,Baru kali ini aku pake MBKING ribet nya minta ampun. Padahal udah di catat kode password transaksi nya masih aja di katakan salah. 2x pemblokiran 2x perbaikan masih aja salah password transaksi. Toloollllll sumpah,1,2024-09-25 12:21:47
Marga Mas3,Apk tolol mau transfer saldo dah lebih masih aja transaksi saldo kurang lawakk,1,2024-09-25 12:15:44
Chandra Putra Arya Wijaya,Sering Error Sekarang Loginnya,1,2024-09-25 10:43:11
M R R,"COBA NIH YA KALO MAINTENANCE ITU DIJAM MALAM JANGAN JAM SIBUK, JANGAN SAMPAI KAYAK BRI SAYA TARIK SEMUA UANG + SOBEK"" BUKU TABUNGANNYA DI DEPAN TELLER MA NASABAH LAIN YG NGELUH MASALAH YANG SAMA DI KCP BANYUASIN JANGAN SAMPE BNI INI BANK BIKIN KECEWA LAGI POKOK NYA DIATUR LAGI LAH MAINTENANCENYA INI SAJA CUMA JADI TEMPAT SINGGAH DOANG SALDO KU RATA"" KU TARO DI LINE BANK, MAINTENANCE TERATUR CUMA DI JAM MALAM , UDAH GITU ADMIN SANGAT MINIM PULA",3,2024-09-25 10:39:07
Endang Natalia,Susah amat mau login.sistem dalam perbaikan terus,2,2024-09-25 10:31:22
sopo,aplikasi tidak bisa digunakan sama sekali.,1,2024-09-25 10:00:18
Ade Linhar,"Gmn ni BNI mobile nya? Perbaikan terus dari kemarin, sampai2 mau bayar2 pun susah, tolong lah di percepat perbaikannya",1,2024-09-25 10:00:06
Al- Muqqadim,Jadi gk nyaman begini apk BNI mobile mau login selalu gangguan selalu perbaikan sistem. Dan semenjak ada wonder YANG KURANG DALAM FITUR NYA jd susah menggunakan BNI MOBILE.. AYOLAH SUDAH BAGUS BAGUS BNI MOBILE PAKAI DINGANTI GANTI MENGGAGGU KENYAMANAN PENGGUNA BNI MOBILE SAJA.. TOLONG PERTIMBANGKAN BANYAK YG MENGELUH MENGGUNAKAN WONDER ITU.,1,2024-09-25 09:55:34
Advhabizar Suryandi,Susah log in mengevewakan... ga jelas akhir² inj,1,2024-09-25 09:40:25
Dedy Tampu,"Semenjak mau pindah ke aplikasi baru,,aplikasi yg sekarang sengaja di error in ya?? Biar pada pindah aplikasi?? Hadehhh.. Pdhl yg aplikasi ini udh cukup bagus,ntah kenapa harus ganti Apk baru..",1,2024-09-25 09:15:34
Rollex09 09,Bikin pusing aplikasi mbangkin sekrang gangguan truuus. Maaf kami sedang pebaikan. Minta maaf tuuu lebaran aj.,1,2024-09-25 08:46:51
AR_ Porject,tolong perbaiki lagi saat login kendala terus terima kasih,2,2024-09-25 08:46:30
Panji Hero Prasetyo,"Ini kenapa ya aplikasi kok mau login aja susah semua jadi terhambat, mengganggu orang kerja aja suuu",1,2024-09-25 08:34:36
pandy heris,Kenapa kok tambah susah untuk login semenjak update apk nya bapak/ibu?,4,2024-09-25 08:11:25
19-124 ARIF MUHAMAD FALAH,"Mempersulit transaksi, mau login aja dipersulit dengan alasan peningkatan pelayanan, hampir tiap hari begitu terus Tarik uang di atm dan uangnya tidak keluar tetapi saldo berkurang, sudah komplain ke costumer service dan sudah menunggu 7 hari tapi status komplainnya malah closed",1,2024-09-25 08:10:48
bambang wibowo,Semakin g jelas ini aplikasi.jangankan mau melakukan transaksi.mau login aja susah,1,2024-09-25 07:58:43
Asep Junaedi,Sering eror tidak bisa log in,1,2024-09-25 07:49:28
Cahya Lubis,Masa dibuat hasil transaksi error' saldo berkurang gimana sich,5,2024-09-25 07:32:46
Sicand99,"Gimana pelayanan aplikasi BNI ini, loginnya susah bener... Makin mundur pelayanannya... Udah direstart, mode pesawat Ndak bisa2...",1,2024-09-25 07:10:40
Tozoni10,"Tolong dong bantuan nya, masa perbaikan terus, sangat menghambat transaksi",1,2024-09-25 07:07:27
Aiman K23,"Maaf ini kenapa yaa mbanking ? Dari kapan ini jadi jelek gini ? Susah bgt transaksi,,, apa ada penggiringan biar pada pindah ke wonder ? Jgn kyk gini dong, bikin susah nasabah",3,2024-09-25 07:02:44
Karina Es indarwati,"Kenapa susah sekali mau log in, udah berpuluh2 kali. Sama aja kendalnya, katanya perbaikan. Tapi gak selesai2, udah di coba matikan hp, matikan paket data, update aplikasi tapi masih sama aja. Udah chat BNI di Instagram, tapi sama aja gk ada perubahan. Tolong dong IT nya BNI segera perbaiki kendalanya, jgn menyusahkan nasabah",1,2024-09-25 05:57:08
Lita Isrotun,Aplikasi jlek paling susah ver wajah,1,2024-09-25 05:49:43
Andry Yansa,susah login sangat kecewa,1,2024-09-25 05:41:26
wahyu rahmadani,"udah mau 2025 penarikan masih minta masukin OTP. tiap hari setiap jam istirahat siang, jam pulang kerja, aplikasi dalam maintance. padahal itu waktu urgent untuk transaksi. IT noob",1,2024-09-25 05:05:57
sumatra selatan Alan,agak susah kapan masuk perbaikan terus BNi lemah,1,2024-09-25 05:04:36
Rios Albarri,UDAH ADA APLIKASI WONDER BY BNI. TIDAK PERLU LAGI PAKAI BNI MOBILE 😍😍 Wonder by BNI labih kece dan menarik,5,2024-09-25 04:57:19
NOVER RIANSAH,"Ini mau smpe kapan bni kayak gni woii, setiap mau login bacaannya sedang meningkatkan layanan trus, jdi susah mau transaksi",2,2024-09-25 04:52:57
Pawit Saridi,Sering gangguan di hari-hari libur.,4,2024-09-25 04:30:35
Wahyu Kurnianto,Aplikasi bagus..tingkatkan....agar tdk ada bug,5,2024-09-25 01:33:46
M. Alwi Nugraha (22310081),"Log in susah anj, udah diperbarui tetep aja susah",1,2024-09-25 00:41:49
imanuel surbakti,"Aplikasi terlalu ribet,",1,2024-09-25 00:37:54
Royn Buheli,Memudahkan,5,2024-09-24 23:23:07
Nelly Riyanti,"Mantap mbanking BNI...tpi Semenjak ada wondr muncul, jadi susah login gara² trus muncul",5,2024-09-24 15:17:03
Emak Rempong,"Mau pakai paket data atau wifi kla mau login gk bisa bisa terus, sistelm dlm perbaikan, kemaren kemana aja bank gini hari msh dlm perbaik terus.",4,2024-09-24 12:27:16
Riwan Prasstia,"Apakah APK ini tidak bisa dibuka lagi? Udah beberapa hari ini kok tidak bisa dibuka. Mending ditutup aja deh, dari pada nyusahin peguna.",1,2024-09-24 12:18:13
Aji Nurpalah,semenjak ada wonder BNI beberapa fitur tidak bisa di gunalan padahal sangat penting,1,2024-09-24 11:43:58
Su Bhekti,Selalu eror ketika memproses bukti transaksi,1,2024-09-24 08:45:44
Lia Wulandari,"Register dan masuk aplikasi yang ribet, berbeda dg mobile banking lainnya yg mudah, ga muluk2, kesel sampe masukin beberapa kali, apalagi verifikasi wajah yg lama dan malah gagal harus isi data lagi dari awal, ribet pokok e,",1,2024-09-24 08:41:38
indrajaya bahrin,Pelayanan di bank tidak memuaskan... untuk ganti kartu saja berjam2 menunggu.... lebih baik pindah ke bank lain,1,2024-09-24 06:52:52
Princess Cinderella,jelek aplikasinyaaaa ..gak bs daftar sendiri di hp percuma download juga. kalau ujung2nya harus ke bank BNI dlu sy sibuk gak ada waktu buat ke Bank.,1,2024-09-24 06:40:14
RUSA Kecil,Mau login aja susah banget gak rekomendasi banget,1,2024-09-24 06:07:22
Rachmat Hidayat,"Pikir pikir dulu kalau mau download aplikasi ini. Sesudah du update malah gak jelas, . Mengganggu aktivitas transfer. Aplikasi payah",1,2024-09-24 05:57:01
edi purwanto,"Kenapa ya mbanking saya kok tidak bisa TF mulai tgl 24-09-2024, error 2024",5,2024-09-24 05:55:39
Putra rachmadani Putra,Susah loginnnnnnnn nyaa...,1,2024-09-24 05:36:49
radeya Radeya,sy mau transaksi urgen tp mlah buat login aja susah da d restar udah d airplan. hapus aja ini aplikasi cm bikin emosi,1,2024-09-24 05:27:12
Pendatang Baru,Sekarang udah susah mau bertransaksi Selalu meningkatkan layanan terus GK bisa login😥,2,2024-09-24 05:12:15
Entis Tis,"Buruk ribet,udh downlond, bikin datanya dibikin ribet,",1,2024-09-24 04:16:21
Rexcisxo,login kok tiba-tiba blackscreen jadi ada keinginan mau pindah ke apk sebelah kalau seperti ini....,5,2024-09-24 04:12:53
Ali Musa,"Edit: Fiturnya banyak yang dikurangi, semoga benar-benar dalam pengembangan, untuk secara keseluruhan BNI Mobile lebih baik daripada Wonder yg dipaksakan jadi MBank BNI",3,2024-09-24 03:50:23
Wa ONE,Sudah nyaman pakai aplikasi ini Kenapa kedepanya diganti ke wondr lagi sih,5,2024-09-24 03:38:29
Maul Alif,"Permisi, sy mengalami kendala di apk ini, dimana saat setelah mengaktifkan fitur biometrik di BNI mobile saya tidak bisa masuk kembali dan otomatis keluar, mohon dibantu",3,2024-09-24 00:05:27
Uciha Madara,"AMPAS BNI NI LAMA"" HAPUS AJA UDAH MASAK LOGIN PUN GAK BISA PERBAIKAN TERUS ENTAH APA YG DI PERBAIKI AMPAS AMPAS HAPUS AJA UDAH BNI MOBILE CACAT AMPAS",1,2024-09-23 20:06:06
Komang Ariwibawa,Sistem lambat,1,2024-09-23 19:22:57
Andy Skywalker,"Apk tdk jelas tiap mau top up ewallet selalu error wkwkw giliran di bank sebelah lancar"" aja...minimal apk itu di update biar gk kuno!",1,2024-09-23 19:07:47
Bette Rahma,Sangat2 bagus.,5,2024-09-23 18:30:10
Anwar F9,"Bagus,, sangat membantu.. Terus meningkat.. Good job BNI",5,2024-09-23 17:27:00
Ari Kisel good luck,Semoga baik2 Saja,4,2024-09-23 15:33:59
Raviq Irvansyah,"Pernah gak bisa dibuka... Katakan sedang ada peningkatan, tapi sampe berapa Jam...",3,2024-09-23 15:24:27
Riefckymaoulana,Kenapa tidak bisa tranfer sangat merepotkan dan mengecewakan,3,2024-09-23 15:04:51
Eddy Bima Guns,Ko tdk bisa mlihat histori transaksi dr ksuluruhan,1,2024-09-23 14:58:53
Delis Lesmana,Tidak bisa login sudah hapus data uninstal download lagi malah gambar nya login tidak isi data,1,2024-09-23 13:30:24
pajrin mustaqin,mau log in aja susah semenjak ada wonder intinya kalau menang harus menggunakan wonder ya hapus dong Bni mobile nya atau bagus nya gimana jangann malah jadi susah log in,1,2024-09-23 12:25:34
F A H R I,"sudah berkali kali saya regis,tapi selalu gangguan gangguan dan gangguan,selalu seperti itu.",1,2024-09-23 12:22:53
Sri mulyani Pujirestiningsih,"Aplikasi gak guna, login aja susah",1,2024-09-23 12:22:08
Tajuddin Mnur,Cakep,5,2024-09-23 12:07:44
Ippankku,Buka aplikasi lah item semuaa,3,2024-09-23 11:41:05
Yulianti gn,"Tolong m-banking BNI knpa susah bgt mau log in. Selalu ada perbaikan sistem terus, kita juga urgent. Katanya semua mau di buat mobile, gak pake ribet. Klo gini mah ribetttt, pas mau buka banking aja gak bisa2.",3,2024-09-23 11:03:03
arian,Apalah mau login minta kode ga muncul muncul operator dongo,1,2024-09-23 10:53:22
wanda egy,Gangguan terus . Kerja yg bener,1,2024-09-23 10:48:06
novita arvianti,Tidak seperti bca yang ngambil uang pake cardless,2,2024-09-23 10:35:19
Indra Gunawan,Kenapa sih BNi skrg suka gangguan,1,2024-09-23 09:15:34
Alandra Pratama,Gangguan terus,1,2024-09-23 09:09:55
Devita Sari,"Mau transaksi e malah gag bisa trus, Sampek daftar berkali kali tetep aja gag bisa masuk k m bangking nya.",2,2024-09-23 09:08:55
SEPTU AGESIMA,Tolol susah login,1,2024-09-23 09:06:51
Gusmal Nurman Syah,"Mau log in untuk transaksi aja lama nya minta ampun , tolong lah di perbaiki sistem nya",2,2024-09-23 08:58:49
abdul kolid,"Mau bikin mbanking aja dipersulit harus dikantornya bni dulu. Nggak seperti mbanking yang lainnya cuman modal ktp, vc sudah jadi mbanking. BNI mah ribet dari dulu jga. Tolonglah di permudahkan lagi biar pengguna BNI nyaman.",1,2024-09-23 08:20:43
Zea aja,saya sangat kecewa dengan respon pihak bank. kronologi. saya punya rekening BNI pada tgl 20 September saya mendapatkan terferan yang masuk ke rekening BNI. tapi. di mobile beking saya rekening tidak bisa di akses . . tanggal 23 September 2024. saya pergi ke cabang bank tujuan mengurus rekening lama saya tapi malah di suruh buat rekening baru dan setoran awal. 350.000. jujur saja. saya tidak ada niat buka rekening BNI kembali saya hanya ingin ambil uang saya yang masuk ke sana.,1,2024-09-23 07:43:58
Syach Fitri,Tarik tunai mobile tidak bisa di atm kode otp tidak muncul muncul,1,2024-09-23 07:15:48
Arkatama channel,semakin parah.. susah untuk log in..,1,2024-09-23 06:53:30
Puspita Egha,mau login aja susahnya minta ampun! payah,1,2024-09-23 06:28:52
Octa Fanny,Knp skrg BNI jdi gini ya gak bs login padhal smua nya sudh bner di blg salah,3,2024-09-23 05:59:45
bagas satria,Sering bermasalah. Mau isi saldo dana malah error,2,2024-09-23 05:50:52
Rrt slludihati,Sangat membantu dalam pekerjaan saya sehari-hari terimakasih BNI,5,2024-09-23 05:29:13
Candra Satya,aplikasi gagal..otp email ada masuk tapi gk bisa lanjut menu input otp,1,2024-09-23 04:38:58
Aisyah Alwi,kenapa susah log in Yach?!!!!,1,2024-09-23 04:27:13
Tri Holly Miratna,"Ini kenapa jadi susah Log in... Masa setiap saat harus gonta ganti Password.. Tulisannya Apk BNI telah berhenti..Apk juga udah ku Update terus, Udh Restart masih begitu, tolong perbaiki segera!",1,2024-09-23 04:17:10
Anwar Faqih,Oke,5,2024-09-23 04:12:08
Untung Jaya,"Ini kenapa ya setiap mau login susah banget. Perbaikan2 terus. Coba lagi, coba lagi. Padahal jaringan bagus. Kirain saya doang yg susah login, pas liat ulasan banyak juga yg susah login. Tolong dong di perbaiki.",3,2024-09-23 03:41:29
Rin Darma,"mau log in aja verifikasi susah bgt padahal data yg di masukkan udah bener, tolong perbaiki bikin susah orang aja",1,2024-09-23 03:40:51
Hari kuswoyo,"untuk saat ini sudah mulai lemot ,di tolong tingkatkan untuk apl nya",5,2024-09-23 02:54:15
Alfin Firmansah,"Login eror terus, kocak.",1,2024-09-23 02:42:29
oktarina kurniawan,semakin buruk .,1,2024-09-23 02:29:23
Azis Badjeber Official,"Susah login . Keterangan sim card tidak terdeteksi , padahal sinyal muncul simcard juga kedetec di hp Susah kalo pas ada transaksi dirumah , untuk orang2 dagang Mohon sgr diperbaiki",1,2024-09-23 02:25:46
Putri Adistia,"Mobile banking BNI parah. gak bisa buat setor tunai. Udah lama bgt gak bsa setor tunai. Tulisannya perbaikan fitur terus. Sudah restart. Sudah di cb mode pesawat, tp sm aja nihil. Mohon, Tolong perbaiki.",1,2024-09-23 02:08:54
"Jony,p Putra",Bintang 1 saja apl ini tidak layak,1,2024-09-23 02:05:20
Rama Dani,Saya mau login ga bisa.aneh.pdhal id SMA pin ga slh,3,2024-09-23 01:59:26
Satria Hadi Lesmana,BNI kenapa sihh. mau masuk ke mbaking aja gak bisa. ada masalah di mana ni. mau lakukan transaksi sama sekali gak bisa mbaking di pakai. untuk login aja susah.,1,2024-09-23 01:59:15
minp648,"Mau log in susah sekarang suruh ke kantor dulu ,malah ribet😓",3,2024-09-23 01:19:40
Wayan Ardana,"Selalu dalam perbaiki , sangat lambat",1,2024-09-22 23:59:38
Ipul Tirta,Percuma di download.sudah berbagai macam cara..tetep tidak bisa di gunakan padahal ismail dan kata sandinya bener..,1,2024-09-22 23:36:48
Syaifudin Koi makie,Enjoy aja,5,2024-09-22 22:58:04
Hepi Muzakar,Plis dong tolong di perbaiki sistem nya lemot amat kayak keyong🙏🙏,1,2024-09-22 22:56:59
Z. Syah,Yok bisa yok,5,2024-09-22 21:58:01
Budi Bela,kenapa Qris trima dana ngk bisa di mobile banking bni ni,1,2024-09-22 16:02:34
Aldio Rama Diwantara,"saat mau aktivasi dan memilih lokasi negara kok selalu crash ya, instal ulang aplikasi udah, restart hp udah, tetap ga bisa. solusinya gimana ya?",5,2024-09-22 15:22:19
Erik Line,Ok goods,5,2024-09-22 15:03:12
Adiirawan AdiirawanL01,Macet macet,5,2024-09-22 14:15:36
`imαα Arαb.,"sumpah gajelas bgt kocak, gue udh bener"" top up saldo dana kek biasanya tp malem ini tiba"" gak bisa, tulisannya 'gagal membuat virtual account'. biasanya jg bisa kocakkk!!! ehh gue juga ngerti kali kalo transfer nya ke button e-wallet bukan virtual account, emang dasarnya aplikasi lu aja yg kocak, gabisa transfer dibawah saldo minimum transfer terakhir. bikin org sengsara, kalo abis transfer 50k gabisa transfer/top up e-wallet dibawah 50k. kalo org butuhnya dibawah 50k gmn kocak!!",1,2024-09-22 12:30:32
Aldi setiawan,Knpa GK bisa di login apk nya aneh bner,2,2024-09-22 12:06:41
Amy Hengki,"Setelah update malah susah mo login, keluar notif sedang meperbaiki kualitas. Klo gi buru2 bikin repot ini aplikasi Tolong pihak BNI d respon keluh kesah nasabah. Mbanking ny susah login. Ini bkn hanya satu org yg ngerasain sperti saya Coba masukan ini bisa kirim gambar bukti klo susah login",1,2024-09-22 11:57:57
indra ramli,Mantul,5,2024-09-22 11:46:50
Ivan Vodcabillie,Salah satu bank yang sangat buruk pelayan pengaduan sampai 4bln blm juga selesai. Terutama cabang bni bogor... Sangat kecewa,1,2024-09-22 11:12:17
wahyu yudha pratama,"Terkendala disini ""Mohon maaf kami sedang meingkatkan layanan mobile banking"" Untuk masalah sim yg didaftarkan selalu di slot 1 tidak pernah dipindahkan dan jaringan stabil 4G, beberapa teman saya jg mengalami masalah yg sama, sudah saya hapus dan download lagi tapi masih terkendala hal yg sama",2,2024-09-22 11:06:20
RAJA PARMAHAN,Sulit login,2,2024-09-22 10:56:34
study,perbaiki lah qris sering eror,3,2024-09-22 10:52:00
yudha pratama,Pelayanan customer service banyak antrian (lama). Menandakan banyak pengaduan ketidak puasan nasabah terhadap BNI,1,2024-09-22 09:59:33
Reza Nikeoktariani,Susah banget kalau mau login.. Sistem dalam perbaikan terus.. Tapi gak baik- baik .. Hmmmm,3,2024-09-22 09:46:22
Robet sh,"Susah login sekarang, padahal saya lebih memilih BNI mobile bangking dari pada wonder",1,2024-09-22 09:34:42
Jembut Rewok,Aplikasi buruk..mau login aja buang2 pulsa,1,2024-09-22 09:17:33
Oline Karolin,Tolong dong ini gimana gabisa login masak memperbaiki sistem terus uda berapa lama,3,2024-09-22 09:16:29
Wahyu Wibowo,mohon maaf kami sedang meningkatan layanan mobil bengking coba brapa saat lagi gitu2 aja dari minggu2 lalu,5,2024-09-22 08:59:14
DIKI ANDIKA,"Semenjak ada wonder susah login, pdhl wonder jg blm lengkap",2,2024-09-22 08:24:56
Ria resti,"Tolong dong kk . Masa iya perbaikan terus. Mau log in aj gak bisa"".",1,2024-09-22 08:09:14
Rega Suhendra,mau login selalu mohon maaf kami sedang meningkatkan pelayanan terus,1,2024-09-22 08:08:55
Adhe “dhe” Rukyat,Semakin parah sinyal bagus pakai nomor yg didaftar Malah PENINGKATAN LAYANAN TERUS !!! BOBROK APP TRANSAKSI TERHAMBAT BANK BESAR TAPI SISTEM JELEK,1,2024-09-22 08:01:41
Ristiara Huderis,"Gak Benar ni semenjak ada wonder jadi susah login,,juga susah transaksi,,padahal dgn ada banking untuk kemudahan transaksi",4,2024-09-22 07:40:07
Fatur Rahman,Sangat memuaskan,5,2024-09-22 06:50:40
Aniyah Mulyadi,kenapa ya transaksi saya sedang di proses terus? saya udah download wonder tapi tidak bisa masuk kata sandi salah terus katanya. bagaimana solusinya jika transaksi masih status sedang di proses terus dan tidak sukses?,2,2024-09-22 06:48:40
Syarif Azhar,Susah login skrg,1,2024-09-22 06:41:02
Faizal Radbert116,SAYA TRANSFER LEWAT Q-RIS SALDO SAYA HILANG TAPI PENGIRIMAN GAGAL HARUS KE KANTOR RIBET JAUH,2,2024-09-22 05:58:06
Dimas Alkusayri,sering nga bs di bukak nga jelas,1,2024-09-22 05:36:18
Rudi Yansyah,"akhir akhir ini apk nya susah di gunakan, selalu terjadi peningkatan layanan,tolong di perbaiki",2,2024-09-22 05:28:49
Fahri Aditya Pratama,Susah di buka,1,2024-09-22 05:22:32
Febby Navisa,"Kpd yg terhormat bank BNI .. kami ingin bertanya apakah banking ini masih bisa di gunakan atau tidak.. Krn stiap mau transaksi sllu GK bisa, yg kluar sllu maaf kami sdamg meningkat kan layanan ... KL memng sdh GK bisa di pakai tutup aja sklian.. tp KL memng masih bisa tolong scpt ny dlm mningkat kn layanan.. Krn sdh hmpir dua Minggu mningkat kn layanan ny GK beres""",1,2024-09-22 04:27:53
Andrian Prandika,"Tolong diperbaiki, mulai dari login selalu tidak bisa, dengan pemberitahuan sedang dalam perbaikan dan ini terus terjadi setiap hari, mau sampai kapan?, tolong segera di perbaiki karena ini sangat menganggu transaksi saya.",1,2024-09-22 02:32:48
Awi Juni Manurung,"Ini aplikasi gak jelas parahh. Udah 3 hari gak bisa login dan selalu maintenance kacauu. Ini gimana, tolong lah di benerin upgrade bukannya makin bagus malah anjlok parah",4,2024-09-22 02:00:04
RASMARNI SMPN 2 BMR,"perawatan server mulu, gk bisa dibuka",2,2024-09-22 01:56:55
Agus riski setiawan,"Bank gak jelas banget sumpah bikin kesel aja ini, kalau bukan buat nerima gaji gak mau pakai ini bank lemot, tarik tunai tanpa kartu ribet...cuma BCA YANG MUDAH GAK LEMOT DAN TIDAK PERNAH ADA KELUHAN",1,2024-09-22 01:41:30
Mokhamad Taufiq,"Sejak adanya apk wonder, mbanking jd sering error lah, maintenance lah. Buat login aja susah. Saat bisa masuk dan akan melakukan transaksi, tetep aja error. Pelayanan makin buruk aja ini bank 👎",1,2024-09-22 01:33:55
